id,topic
0,0
1,4
2,0
3,1
4,0
5,4
6,0
7,4
8,0
9,0
10,0
11,0
12,0
13,1
14,0
15,2
16,3
17,2
18,4
19,0
20,1
21,4
22,0
23,0
24,0
25,4
26,1
27,1
28,2
29,0
30,0
31,3
32,0
33,0
34,1
35,0
36,3
37,2
38,1
39,0
40,0
41,0
42,0
43,0
44,3
45,2
46,4
47,0
48,1
49,1
50,0
51,4
52,0
53,2
54,0
55,3
56,3
57,0
58,4
59,0
60,0
61,3
62,0
63,1
64,0
65,0
66,0
67,3
68,0
69,0
70,3
71,0
72,4
73,2
74,0
75,3
76,1
77,0
78,0
79,1
80,0
81,1
82,0
83,3
84,2
85,0
86,0
87,2
88,4
89,4
90,0
91,0
92,0
93,3
94,2
95,0
96,2
97,1
98,0
99,1
100,3
101,1
102,0
103,1
104,3
105,0
106,3
107,0
108,0
109,1
110,3
111,0
112,1
113,0
114,2
115,0
116,1
117,0
118,3
119,0
120,1
121,1
122,2
123,0
124,0
125,1
126,0
127,2
128,1
129,3
130,0
131,2
132,0
133,0
134,0
135,4
136,2
137,1
138,1
139,0
140,0
141,1
142,2
143,0
144,0
145,0
146,0
147,0
148,3
149,2
150,0
151,0
152,3
153,4
154,1
155,0
156,0
157,0
158,1
159,1
160,0
161,0
162,0
163,4
164,0
165,1
166,0
167,1
168,0
169,0
170,0
171,1
172,2
173,0
174,1
175,2
176,1
177,0
178,0
179,4
180,3
181,0
182,0
183,0
184,4
185,1
186,0
187,2
188,0
189,0
190,1
191,0
192,0
193,0
194,1
195,4
196,1
197,0
198,0
199,4
200,1
201,0
202,2
203,0
204,1
205,1
206,0
207,2
208,4
209,0
210,1
211,1
212,4
213,1
214,0
215,1
216,1
217,0
218,0
219,1
220,3
221,1
222,0
223,1
224,2
225,3
226,0
227,4
228,0
229,0
230,1
231,0
232,1
233,3
234,0
235,0
236,0
237,4
238,1
239,0
240,1
241,2
242,0
243,2
244,0
245,2
246,2
247,0
248,0
249,1
250,1
251,0
252,2
253,2
254,1
255,3
256,0
257,0
258,1
259,1
260,0
261,1
262,2
263,4
264,2
265,2
266,1
267,4
268,0
269,1
270,4
271,2
272,2
273,1
274,0
275,1
276,0
277,0
278,1
279,4
280,0
281,4
282,3
283,0
284,0
285,2
286,4
287,1
288,0
289,0
290,1
291,4
292,0
293,1
294,0
295,0
296,0
297,2
298,1
299,3
300,0
301,0
302,0
303,1
304,3
305,3
306,0
307,1
308,3
309,0
310,0
311,0
312,0
313,0
314,2
315,1
316,0
317,2
318,3
319,2
320,0
321,4
322,0
323,0
324,2
325,0
326,0
327,0
328,3
329,4
330,3
331,1
332,4
333,4
334,2
335,0
336,0
337,0
338,2
339,3
340,0
341,2
342,2
343,3
344,0
345,4
346,0
347,0
348,0
349,0
350,2
351,0
352,0
353,3
354,0
355,1
356,1
357,0
358,0
359,3
360,1
361,4
362,0
363,2
364,0
365,2
366,0
367,1
368,2
369,0
370,0
371,0
372,2
373,1
374,0
375,1
376,1
377,0
378,4
379,0
380,3
381,1
382,0
383,4
384,1
385,1
386,0
387,2
388,0
389,0
390,3
391,0
392,2
393,1
394,0
395,0
396,1
397,1
398,0
399,3
400,4
401,4
402,3
403,0
404,3
405,1
406,1
407,0
408,0
409,2
410,1
411,4
412,4
413,2
414,1
415,1
416,0
417,3
418,1
419,2
420,1
421,0
422,0
423,0
424,0
425,0
426,3
427,2
428,3
429,0
430,0
431,1
432,3
433,4
434,4
435,1
436,4
437,0
438,4
439,0
440,0
441,3
442,0
443,1
444,2
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,3
454,0
455,0
456,2
457,1
458,1
459,0
460,0
461,0
462,0
463,4
464,1
465,0
466,1
467,3
468,0
469,3
470,0
471,4
472,2
473,0
474,4
475,2
476,0
477,3
478,4
479,2
480,1
481,0
482,0
483,0
484,1
485,2
486,0
487,3
488,1
489,1
490,1
491,2
492,2
493,0
494,0
495,1
496,2
497,2
498,1
499,3
500,0
501,0
502,1
503,1
504,0
505,2
506,1
507,0
508,0
509,1
510,2
511,0
512,0
513,1
514,0
515,0
516,0
517,0
518,1
519,3
520,2
521,0
522,0
523,4
524,3
525,3
526,0
527,2
528,4
529,3
530,1
531,2
532,0
533,0
534,1
535,2
536,3
537,0
538,1
539,0
540,0
541,0
542,0
543,2
544,1
545,1
546,1
547,0
548,1
549,0
550,1
551,1
552,1
553,1
554,1
555,2
556,4
557,0
558,0
559,2
560,1
561,1
562,2
563,1
564,2
565,1
566,2
567,4
568,1
569,3
570,4
571,1
572,0
573,3
574,4
575,4
576,1
577,0
578,3
579,0
580,2
581,0
582,0
583,0
584,0
585,0
586,3
587,0
588,1
589,0
590,1
591,1
592,0
593,3
594,2
595,1
596,0
597,3
598,0
599,0
600,0
601,3
602,2
603,0
604,1
605,0
606,0
