id,topic
0,0
1,8
2,9
3,68
4,30
5,1
6,270
7,7
8,88
9,49
10,9
11,2
12,11
13,2
14,5
15,94
16,36
17,0
18,11
19,12
20,30
21,20
22,0
23,227
24,2
25,71
26,35
27,62
28,207
29,9
30,252
31,63
32,1
33,5
34,12
35,3
36,20
37,1
38,0
39,1
40,286
41,1
42,0
43,6
44,1
45,1
46,39
47,0
48,2
49,0
50,2
51,66
52,1
53,3
54,201
55,125
56,94
57,0
58,6
59,133
60,13
61,69
62,0
63,0
64,25
65,37
66,0
67,11
68,2
69,276
70,106
71,70
72,4
73,5
74,0
75,22
76,1
77,1
78,9
79,74
80,71
81,149
82,1
83,72
84,4
85,1
86,17
87,5
88,27
89,2
90,7
91,28
92,193
93,9
94,15
95,157
96,194
97,1
98,291
99,44
100,204
101,153
102,2
103,1
104,8
105,11
106,7
107,106
108,13
109,23
110,73
111,0
112,7
113,13
114,16
115,2
116,40
117,0
118,26
119,2
120,1
121,1
122,4
123,4
124,1
125,218
126,134
127,32
128,1
129,203
130,0
131,1
132,0
133,164
134,74
135,4
136,9
137,0
138,40
139,1
140,0
141,197
142,6
143,2
144,16
145,14
146,0
147,60
148,147
149,6
150,74
151,0
152,18
153,212
154,1
155,8
156,209
157,220
158,28
159,25
160,77
161,1
162,3
163,18
164,106
165,200
166,247
167,5
168,1
169,1
170,155
171,108
172,159
173,55
174,0
175,0
176,2
177,111
178,4
179,0
180,53
181,49
182,1
183,2
184,44
185,9
186,0
187,28
188,32
189,4
190,95
191,14
192,18
193,1
194,5
195,2
196,114
197,0
198,3
199,15
200,117
201,0
202,150
203,15
204,91
205,3
206,202
207,24
208,2
209,4
210,3
211,0
212,0
213,16
214,1
215,11
216,174
217,1
218,18
219,6
220,62
221,0
222,220
223,40
224,54
225,3
226,39
227,218
228,0
229,2
230,245
231,3
232,189
233,34
234,77
235,259
236,299
237,51
238,0
239,40
240,2
241,2
242,7
243,20
244,2
245,19
246,225
247,127
248,136
249,6
250,2
251,2
252,16
253,184
254,29
255,164
256,3
257,21
258,12
259,253
260,85
261,9
262,11
263,1
264,24
265,33
266,0
267,199
268,0
269,0
270,135
271,0
272,1
273,16
274,0
275,0
276,3
277,10
278,24
279,1
280,9
281,82
282,6
283,0
284,0
285,201
286,17
287,11
288,3
289,15
290,132
291,0
292,45
293,22
294,2
295,0
296,8
297,170
298,32
299,2
300,6
301,33
302,141
303,22
304,9
305,1
306,1
307,198
308,1
309,0
310,124
311,18
312,4
313,84
314,0
315,0
316,13
317,0
318,2
319,168
320,1
321,2
322,183
323,4
324,10
325,0
326,74
327,0
328,21
329,1
330,1
331,70
332,19
333,156
334,3
335,0
336,5
337,165
338,1
339,77
340,0
341,2
342,1
343,21
344,9
345,8
346,47
347,0
348,19
349,19
350,2
351,6
352,49
353,9
354,2
355,11
356,177
357,0
358,96
359,61
360,2
361,0
362,162
363,0
364,0
365,273
366,0
367,6
368,61
369,102
370,4
371,11
372,2
373,5
374,64
375,100
376,0
377,2
378,17
379,22
380,3
381,102
382,1
383,29
384,0
385,5
386,134
387,144
388,6
389,5
390,276
391,19
392,234
393,237
394,46
395,95
396,3
397,17
398,282
399,0
400,0
401,3
402,45
403,14
404,98
405,1
406,1
407,184
408,6
409,75
410,93
411,47
412,158
413,9
414,73
415,26
416,9
417,3
418,19
419,285
420,94
421,31
422,18
423,31
424,22
425,11
426,71
427,53
428,17
429,3
430,7
431,2
432,0
433,48
434,88
435,26
436,41
437,0
438,87
439,281
440,19
441,2
442,267
443,88
444,2
445,12
446,9
447,292
448,0
449,12
450,104
451,209
452,167
453,0
454,5
455,3
456,0
457,12
458,6
459,299
460,2
461,9
462,28
463,14
464,64
465,13
466,7
467,4
468,9
469,1
470,4
471,28
472,25
473,299
474,51
475,0
476,9
477,1
478,0
479,2
480,0
481,12
482,0
483,0
484,50
485,34
486,19
487,20
488,0
489,1
490,27
491,5
492,1
493,293
494,15
495,152
496,82
497,10
498,33
499,1
500,132
501,10
502,61
503,189
504,11
505,19
506,32
507,0
508,32
509,0
510,30
511,8
512,0
513,23
514,63
515,73
516,18
517,30
518,2
519,0
520,78
521,4
522,74
523,3
524,239
525,98
526,15
527,60
528,1
529,0
530,268
531,155
532,92
533,12
534,1
535,10
536,108
537,0
538,6
539,1
540,1
541,18
542,4
543,117
544,9
545,28
546,2
547,24
548,47
549,109
550,1
551,38
552,1
553,1
554,3
555,4
556,123
557,19
558,1
559,87
560,224
561,11
562,0
563,1
564,295
565,0
566,271
567,0
568,11
569,17
570,7
571,4
572,232
573,4
574,184
575,12
576,13
577,87
578,222
579,17
580,31
581,3
582,23
583,145
584,0
585,224
586,37
587,2
588,1
589,98
590,38
591,239
592,112
593,88
594,209
595,0
596,102
597,1
598,47
599,0
600,0
601,283
602,19
603,175
604,31
605,71
606,111
607,1
608,99
609,23
