id,topic
0,5
1,28
2,5
3,2
4,1
5,14
6,22
7,1
8,2
9,1
10,12
11,0
12,0
13,31
14,1
15,2
16,7
17,18
18,4
19,17
20,35
21,3
22,4
23,33
24,8
25,3
26,39
27,6
28,15
29,21
30,1
31,11
32,4
33,8
34,0
35,0
36,2
37,1
38,18
39,24
40,0
41,26
42,0
43,39
44,41
45,2
46,0
47,1
48,16
49,0
50,3
51,20
52,3
53,3
54,5
55,6
56,9
57,4
58,14
59,9
60,0
61,0
62,1
63,5
64,0
65,33
66,1
67,48
68,7
69,17
70,2
71,0
72,2
73,0
74,34
75,0
76,8
77,0
78,0
79,19
80,30
81,3
82,30
83,8
84,14
85,6
86,9
87,5
88,47
89,12
90,0
91,31
92,29
93,0
94,3
95,4
96,1
97,34
98,5
99,6
100,0
101,14
102,14
103,5
104,0
105,6
106,24
107,0
108,12
109,0
110,36
111,10
112,17
113,10
114,0
115,1
116,36
117,41
118,8
119,1
120,1
121,3
122,14
123,0
124,6
125,3
126,7
127,0
128,29
129,17
130,1
131,2
132,31
133,17
134,0
135,0
136,1
137,23
138,1
139,28
140,0
141,1
142,0
143,17
144,1
145,43
146,1
147,13
148,2
149,13
150,0
151,47
152,0
153,0
154,12
155,26
156,27
157,11
158,22
159,11
160,0
161,2
162,31
163,19
164,2
165,16
166,14
167,8
168,8
169,11
170,5
171,7
172,1
173,5
174,14
175,7
176,3
177,0
178,21
179,27
180,2
181,10
182,0
183,1
184,12
185,12
186,32
187,35
188,25
189,3
190,43
191,30
192,11
193,2
194,22
195,2
196,1
197,22
198,37
199,36
200,19
201,25
202,16
203,20
204,0
205,0
206,5
207,0
208,3
209,4
210,27
211,14
212,0
213,19
214,3
215,0
216,44
217,27
218,0
219,0
220,1
221,9
222,0
223,0
224,0
225,0
226,5
227,0
228,8
229,0
230,0
231,2
232,19
233,12
234,3
235,0
236,0
237,13
238,10
239,36
240,2
241,6
242,40
243,2
244,5
245,18
246,0
247,0
248,23
249,3
250,0
251,5
252,31
253,3
254,5
255,8
256,0
257,8
258,32
259,0
260,7
261,7
262,1
263,17
264,0
265,0
266,1
267,0
268,2
269,1
270,33
271,6
272,3
273,15
274,1
275,0
276,1
277,0
278,2
279,4
280,33
281,4
282,2
283,3
284,1
285,16
286,0
287,3
288,2
289,0
290,0
291,4
292,2
293,2
294,9
295,3
296,4
297,20
298,14
299,1
300,0
301,1
302,2
303,10
304,4
305,0
306,3
307,1
308,4
309,5
310,2
311,42
312,12
313,1
314,2
315,1
316,3
317,2
318,7
319,9
320,1
321,34
322,11
323,0
324,37
325,0
326,28
327,2
328,2
329,27
330,30
331,20
332,26
333,23
334,0
335,0
336,6
337,25
338,37
339,2
340,1
341,0
342,10
343,1
344,2
345,0
346,1
347,31
348,1
349,35
350,0
351,0
352,23
353,0
354,0
355,3
356,37
357,0
358,2
359,32
360,20
361,19
362,2
363,30
364,26
365,2
366,0
367,1
368,2
369,7
370,35
371,6
372,0
373,1
374,1
375,25
376,1
377,3
378,13
379,0
380,3
381,0
382,0
383,16
384,38
385,9
386,31
387,8
388,26
389,7
390,11
391,33
392,1
393,19
394,45
395,19
396,0
397,1
398,2
399,31
400,1
401,7
402,21
403,21
404,1
405,14
406,9
407,36
408,5
409,5
410,45
411,19
412,7
413,0
414,0
415,0
416,37
417,4
418,5
419,5
420,1
421,3
422,13
423,18
424,0
425,28
426,21
427,1
428,0
429,1
430,2
431,21
432,3
433,2
434,3
435,0
436,1
437,36
438,3
439,3
440,18
441,1
442,0
443,1
444,0
445,6
446,0
447,28
448,21
449,1
450,33
451,12
452,5
453,11
454,0
455,45
456,0
457,8
458,17
459,0
460,5
461,3
462,20
463,3
464,8
465,19
466,0
467,0
468,6
469,1
470,24
471,14
472,8
473,16
474,20
475,10
476,48
477,0
478,2
479,3
480,22
481,13
482,2
483,21
484,18
485,30
486,0
487,0
488,3
489,35
490,9
491,1
492,2
493,25
494,3
495,29
496,1
497,0
498,25
499,0
500,3
501,0
502,11
503,1
504,12
505,3
506,2
507,3
508,10
509,1
510,47
511,4
512,35
513,0
514,38
515,1
516,16
517,0
518,8
519,1
520,19
521,1
522,4
523,34
524,14
525,5
526,0
527,1
528,5
529,1
530,5
531,0
532,6
533,0
534,15
535,0
536,0
537,0
538,39
539,2
540,23
541,20
542,29
543,31
544,0
545,30
546,0
547,25
548,33
549,2
550,0
551,22
552,0
553,17
554,3
555,15
556,7
557,4
558,1
559,0
560,17
561,1
562,5
563,3
564,0
565,1
566,7
567,4
568,41
569,10
570,1
571,13
572,39
573,6
574,14
575,4
576,43
577,0
578,1
579,0
580,47
581,45
582,4
583,1
584,37
585,22
586,1
587,0
588,8
589,0
590,1
591,0
592,0
593,0
594,0
595,2
596,0
597,0
598,10
599,44
600,5
601,0
602,1
603,3
604,18
605,10
606,0
607,40
608,0
609,37
610,10
611,3
612,1
613,13
614,6
615,0
616,0
617,0
618,11
619,4
620,20
621,8
622,0
623,0
624,4
625,0
626,0
627,0
628,28
629,0
630,0
631,1
632,2
633,0
634,0
635,47
636,8
637,3
638,44
639,23
640,0
641,2
642,24
643,29
644,1
645,0
646,1
647,0
648,25
649,1
650,1
651,0
652,3
653,4
654,44
655,23
656,0
657,0
658,25
659,0
660,0
661,9
662,0
663,1
664,29
665,1
666,5
667,0
668,0
669,0
670,49
671,12
672,5
673,0
674,27
675,1
676,1
677,0
678,0
679,11
680,0
681,0
682,1
683,6
684,4
685,4
686,3
687,2
688,0
689,32
690,12
691,25
692,0
693,1
694,33
695,2
696,32
697,1
698,7
699,4
700,1
701,0
702,29
703,20
704,5
705,0
706,0
707,14
708,2
709,6
710,0
711,8
712,5
713,5
714,1
715,0
716,0
717,0
718,8
719,38
720,14
721,3
722,1
723,0
724,10
725,1
726,2
727,2
728,2
729,3
730,0
731,8
732,0
733,0
734,1
735,9
736,5
737,29
738,21
739,4
740,12
741,28
742,3
743,0
744,4
745,6
746,0
747,1
748,0
749,16
750,1
751,16
752,4
753,18
754,10
755,0
756,0
757,0
758,27
759,40
760,1
761,3
762,0
763,0
764,11
765,0
766,6
767,4
768,7
769,0
770,2
771,12
772,32
773,1
774,5
775,1
776,2
777,8
778,13
779,6
780,1
781,0
782,3
783,0
784,11
785,0
786,3
787,30
788,0
789,3
790,34
791,45
792,48
793,6
794,1
795,11
796,9
797,16
798,21
799,2
800,0
801,3
802,0
803,2
804,14
805,38
806,21
807,2
808,0
809,2
810,4
811,0
812,37
813,2
814,0
815,2
816,5
817,1
818,19
819,7
820,32
821,0
822,4
823,0
824,0
825,9
826,3
827,0
828,21
829,19
830,7
831,21
832,0
833,1
834,35
835,1
836,8
837,45
838,0
839,26
840,0
841,42
842,18
843,0
844,2
845,36
846,10
847,13
848,1
