id,topic
0,0
1,2
2,44
3,1
4,95
5,0
6,44
7,1
8,108
9,39
10,7
11,56
12,18
13,13
14,10
15,24
16,0
17,25
18,0
19,33
20,0
21,119
22,88
23,2
24,2
25,4
26,116
27,120
28,84
29,1
30,1
31,13
32,144
33,0
34,156
35,0
36,8
37,2
38,243
39,108
40,0
41,9
42,19
43,28
44,12
45,11
46,7
47,65
48,136
49,267
50,17
51,0
52,134
53,181
54,4
55,2
56,88
57,214
58,3
59,8
60,3
61,3
62,38
63,2
64,8
65,90
66,23
67,0
68,19
69,1
70,20
71,133
72,0
73,0
74,146
75,236
76,23
77,50
78,205
79,27
80,10
81,296
82,3
83,3
84,0
85,19
86,171
87,2
88,114
89,0
90,88
91,74
92,2
93,4
94,82
95,1
96,1
97,42
98,38
99,159
100,2
101,0
102,8
103,9
104,36
105,1
106,3
107,17
108,185
109,4
110,125
111,0
112,0
113,5
114,4
115,27
116,10
117,0
118,7
119,13
120,40
121,2
122,181
123,18
124,127
125,64
126,2
127,0
128,2
129,77
130,6
131,0
132,1
133,0
134,4
135,0
136,1
137,7
138,118
139,2
140,0
141,1
142,137
143,3
144,12
145,32
146,37
147,0
148,3
149,13
150,60
151,3
152,2
153,5
154,0
155,1
156,59
157,8
158,204
159,1
160,59
161,2
162,279
163,5
164,20
165,27
166,8
167,10
168,0
169,9
170,2
171,7
172,79
173,21
174,20
175,155
176,0
177,75
178,0
179,0
180,0
181,69
182,27
183,1
184,8
185,33
186,1
187,23
188,195
189,15
190,204
191,19
192,149
193,2
194,2
195,2
196,0
197,183
198,1
199,1
200,162
201,4
202,180
203,7
204,1
205,22
206,1
207,124
208,8
209,2
210,43
211,0
212,5
213,38
214,1
215,9
216,70
217,0
218,58
219,37
220,9
221,6
222,12
223,1
224,165
225,28
226,1
227,5
228,7
229,0
230,17
231,102
232,103
233,255
234,27
235,0
236,51
237,0
238,49
239,0
240,16
241,15
242,1
243,11
244,1
245,288
246,51
247,6
248,3
249,1
250,0
251,122
252,0
253,64
254,273
255,2
256,239
257,134
258,4
259,189
260,1
261,217
262,1
263,135
264,91
265,0
266,25
267,0
268,1
269,41
270,32
271,11
272,1
273,290
274,1
275,0
276,80
277,2
278,147
279,4
280,0
281,18
282,0
283,3
284,137
285,33
286,0
287,11
288,0
289,10
290,1
291,200
292,0
293,118
294,122
295,8
296,15
297,0
298,36
299,4
300,0
301,18
302,12
303,50
304,116
305,78
306,37
307,0
308,7
309,251
310,0
311,10
312,2
313,1
314,90
315,35
316,77
317,6
318,196
319,186
320,6
321,24
322,1
323,5
324,0
325,2
326,0
327,76
328,246
329,226
330,71
331,2
332,0
333,2
334,132
335,179
336,0
337,0
338,6
339,249
340,85
341,3
342,18
343,57
344,25
345,258
346,18
347,2
348,3
349,0
350,35
351,20
352,1
353,0
354,11
355,26
356,153
357,191
358,2
359,9
360,0
361,0
362,3
363,0
364,39
365,0
366,105
367,3
368,11
369,290
370,0
371,183
372,3
373,0
374,118
375,223
376,222
377,16
378,53
379,9
380,170
381,2
382,0
383,0
384,42
385,0
386,1
387,0
388,286
389,0
390,0
391,81
392,10
393,3
394,79
395,0
396,223
397,6
398,95
399,77
400,21
401,192
402,283
403,29
404,2
405,5
406,149
407,0
408,13
409,23
410,6
411,196
412,2
413,1
414,0
415,19
416,4
417,70
418,1
419,25
420,102
421,106
422,5
423,2
424,2
425,2
426,0
427,51
428,88
429,1
430,4
431,71
432,17
433,5
434,19
435,2
436,1
437,77
438,21
439,3
440,25
441,3
442,0
443,0
444,0
445,0
446,19
447,239
448,6
449,2
450,5
451,0
452,36
453,4
454,2
455,32
456,3
457,151
458,290
459,139
460,3
461,154
462,8
463,32
464,259
465,0
466,191
467,0
468,8
469,81
470,105
471,78
472,0
473,5
474,36
475,0
476,0
477,20
478,59
479,5
480,25
481,84
482,1
483,261
484,284
485,18
486,0
487,100
488,71
489,27
490,2
491,4
492,79
493,33
494,57
495,3
496,117
497,247
498,0
499,44
500,0
501,1
502,83
503,5
504,2
505,0
506,74
507,0
508,0
509,83
510,1
511,1
512,4
513,11
514,27
515,6
516,59
517,6
518,126
519,81
520,126
521,5
522,0
523,291
524,0
525,2
526,1
527,236
528,1
529,10
530,1
531,0
532,61
533,76
534,3
535,10
536,3
537,112
538,0
539,4
540,0
541,130
542,0
543,57
544,248
545,15
546,19
547,0
548,182
549,27
550,9
551,28
552,19
553,39
554,10
555,32
556,13
557,9
558,2
559,0
560,86
561,2
562,1
563,3
564,2
565,22
566,73
567,3
568,26
569,4
570,0
571,66
572,0
573,0
574,223
575,79
576,66
577,3
578,131
579,3
580,1
581,6
582,3
583,0
584,5
585,0
586,24
587,15
588,14
589,43
590,22
591,148
592,118
593,2
594,16
595,66
596,142
597,1
598,23
599,90
600,0
601,3
602,112
603,2
604,2
605,6
606,9
607,158
608,3
609,92
610,23
611,4
612,1
613,161
614,7
615,85
616,2
617,86
618,123
619,2
620,192
621,4
622,29
623,189
624,166
625,3
626,160
627,14
628,10
629,0
630,86
631,236
632,27
633,0
634,0
635,183
636,156
637,85
638,3
639,3
640,9
641,20
642,36
643,10
644,2
645,7
646,5
647,201
648,16
649,24
650,3
651,3
652,46
653,6
654,177
655,198
656,69
657,0
658,18
659,274
660,31
661,0
662,120
663,15
664,1
665,1
666,1
667,67
668,48
669,0
670,1
671,6
672,2
673,14
674,10
675,0
676,5
677,17
678,5
679,4
680,2
681,10
682,0
683,0
684,0
685,114
686,0
687,58
688,21
689,2
690,76
691,0
692,2
693,88
694,144
695,5
696,9
697,7
698,1
699,10
700,3
701,251
702,3
703,23
704,0
705,61
706,66
707,147
708,18
709,5
710,107
711,3
712,4
713,2
714,31
715,252
716,9
717,2
718,263
719,69
720,13
721,0
722,13
723,29
724,77
725,3
726,15
727,188
728,30
729,1
730,2
731,44
732,18
733,45
734,8
735,4
736,29
737,1
738,0
739,2
740,59
741,39
742,8
743,14
744,162
745,207
746,140
747,150
748,231
749,21
750,0
751,24
752,7
753,3
754,8
755,115
756,3
757,0
758,6
759,23
760,130
761,49
762,4
763,40
764,108
765,19
766,75
767,20
768,199
769,5
770,159
771,0
772,103
773,216
774,1
775,49
776,0
777,3
778,11
779,179
780,142
781,0
782,92
783,56
784,237
785,6
786,45
787,134
788,4
789,1
790,231
791,39
792,7
793,35
794,130
795,24
796,5
797,60
798,2
799,0
800,4
801,217
802,32
803,0
804,0
805,2
806,7
807,49
808,22
809,108
810,8
811,38
812,2
813,2
814,15
815,7
816,90
817,0
818,0
819,0
820,0
821,1
822,17
823,0
824,4
825,202
826,14
827,0
828,2
829,55
830,40
831,0
832,132
833,49
834,4
835,2
836,180
837,22
838,1
839,2
840,10
841,219
842,14
843,17
844,3
845,4
846,122
847,184
848,67
849,2
850,0
851,32
852,5
853,5
854,1
855,256
856,4
857,1
858,0
859,0
860,0
861,4
862,199
863,47
864,125
865,0
866,9
867,64
868,95
869,47
870,2
871,41
872,2
873,0
874,7
875,8
876,1
877,7
878,1
879,285
880,0
881,17
882,6
883,11
884,9
885,10
886,6
887,1
888,20
889,105
890,0
891,15
892,2
893,5
894,10
895,2
896,0
897,11
898,0
899,4
900,5
901,0
902,0
903,0
904,4
905,2
906,0
907,18
908,113
909,50
910,35
911,0
912,0
913,48
914,9
915,7
916,156
917,88
918,3
919,8
920,263
921,129
922,0
923,5
924,2
925,21
926,13
927,24
928,4
929,74
930,9
931,1
932,0
933,10
934,68
935,2
936,2
937,17
938,144
939,78
940,13
941,181
942,1
943,218
944,29
945,14
946,145
947,60
948,0
949,3
950,15
951,0
952,137
953,2
954,0
955,0
956,11
957,0
958,198
959,107
960,4
961,13
962,15
963,0
964,52
965,25
966,7
967,189
968,10
969,11
970,5
971,297
972,3
973,0
974,0
975,31
976,144
977,134
978,3
979,113
980,5
981,24
982,6
983,166
984,1
985,0
986,24
987,2
988,269
989,88
990,16
991,49
992,10
993,46
994,289
995,8
996,264
997,151
998,6
999,1
1000,198
1001,68
1002,56
1003,141
1004,32
1005,3
1006,3
1007,18
1008,5
1009,0
1010,106
1011,56
1012,2
1013,153
1014,47
1015,2
1016,10
1017,1
1018,5
1019,155
1020,0
1021,11
1022,0
1023,4
1024,3
1025,12
1026,116
1027,3
1028,288
1029,59
1030,8
1031,1
1032,245
1033,0
1034,3
1035,4
1036,60
1037,16
1038,5
1039,89
1040,96
1041,54
1042,35
1043,2
1044,12
1045,86
1046,65
1047,141
1048,23
1049,22
1050,149
1051,3
1052,11
1053,63
1054,0
1055,3
1056,0
1057,86
1058,0
1059,2
1060,0
1061,6
1062,108
1063,164
1064,67
1065,1
1066,1
1067,21
1068,0
1069,77
1070,192
1071,0
1072,1
1073,41
1074,8
1075,52
1076,63
1077,2
1078,59
1079,1
1080,2
1081,0
1082,158
1083,2
1084,0
1085,23
1086,49
1087,38
1088,66
1089,6
1090,20
1091,0
1092,61
1093,0
1094,3
1095,0
1096,173
1097,25
1098,0
1099,7
1100,0
1101,0
1102,4
1103,51
1104,13
1105,7
1106,62
1107,0
1108,4
1109,0
1110,21
1111,156
1112,30
1113,4
1114,5
1115,31
1116,0
1117,9
1118,30
1119,1
1120,26
1121,1
1122,16
1123,0
1124,0
1125,6
1126,257
1127,4
1128,0
1129,39
1130,8
1131,1
1132,217
1133,13
1134,1
1135,0
1136,0
1137,35
1138,39
1139,23
1140,39
1141,10
1142,0
1143,0
1144,259
1145,2
1146,15
1147,61
1148,0
1149,181
1150,18
1151,167
1152,16
1153,9
1154,8
1155,0
1156,0
1157,20
1158,0
1159,0
1160,31
1161,0
1162,248
1163,39
1164,56
1165,0
1166,113
1167,0
1168,0
1169,5
1170,29
1171,1
1172,0
1173,59
1174,173
1175,3
1176,80
1177,16
1178,141
1179,2
1180,71
1181,19
1182,13
1183,14
1184,6
1185,0
1186,45
1187,0
1188,0
1189,79
1190,286
1191,34
1192,7
1193,0
1194,42
1195,5
1196,3
1197,58
1198,6
1199,33
1200,78
1201,166
1202,0
1203,0
1204,18
1205,41
1206,1
1207,51
1208,106
1209,1
1210,15
1211,0
1212,0
1213,130
1214,9
1215,13
1216,206
1217,20
1218,0
1219,0
1220,215
1221,33
1222,78
1223,76
1224,0
1225,0
1226,45
1227,17
1228,7
1229,0
1230,0
1231,24
1232,43
1233,48
1234,0
