id,topic
0,0
1,92
2,29
3,2
4,34
5,0
6,1
7,1
8,33
9,27
10,181
11,132
12,265
13,72
14,5
15,175
16,27
17,16
18,0
19,14
20,1
21,34
22,11
23,405
24,4
25,0
26,68
27,5
28,62
29,372
30,8
31,1
32,284
33,8
34,14
35,56
36,0
37,0
38,18
39,6
40,0
41,1
42,4
43,0
44,3
45,0
46,25
47,49
48,6
49,20
50,271
51,120
52,4
53,1
54,4
55,94
56,0
57,322
58,581
59,1
60,192
61,13
62,7
63,4
64,36
65,4
66,186
67,12
68,9
69,200
70,115
71,41
72,366
73,3
74,8
75,370
76,8
77,0
78,132
79,4
80,12
81,422
82,483
83,4
84,0
85,6
86,78
87,455
88,88
89,129
90,203
91,347
92,80
93,211
94,78
95,91
96,11
97,71
98,559
99,0
100,0
101,49
102,88
103,100
104,23
105,288
106,17
107,0
108,0
109,96
110,31
111,167
112,2
113,0
114,0
115,8
116,76
117,76
118,4
119,10
120,46
121,5
122,86
123,1
124,0
125,1
126,120
127,171
128,15
129,64
130,199
131,118
132,16
133,4
134,0
135,131
136,1
137,0
138,8
139,148
140,495
141,10
142,3
143,5
144,0
145,535
146,359
147,560
148,12
149,2
150,44
151,1
152,500
153,0
154,0
155,69
156,5
157,34
158,473
159,2
160,0
161,272
162,3
163,0
164,51
165,44
166,3
167,314
168,9
169,7
170,18
171,203
172,132
173,0
174,107
175,10
176,35
177,0
178,307
179,0
180,316
181,6
182,20
183,75
184,1
185,6
186,79
187,421
188,524
189,69
190,13
191,78
192,142
193,6
194,18
195,57
196,39
197,9
198,7
199,10
200,15
201,6
202,450
203,3
204,274
205,1
206,528
207,1
208,0
209,1
210,5
211,10
212,40
213,88
214,36
215,7
216,0
217,1
218,0
219,217
220,10
221,111
222,30
223,26
224,37
225,32
226,7
227,12
228,74
229,4
230,281
231,3
232,8
233,473
234,4
235,63
236,115
237,15
238,425
239,48
240,213
241,5
242,7
243,494
244,0
245,6
246,286
247,576
248,7
249,119
250,1
251,274
252,19
253,4
254,0
255,14
256,224
257,166
258,16
259,3
260,16
261,182
262,1
263,3
264,22
265,34
266,17
267,0
268,33
269,175
270,0
271,75
272,14
273,3
274,58
275,405
276,1
277,14
278,11
279,337
280,38
281,1
282,469
283,400
284,1
285,20
286,10
287,2
288,21
289,3
290,18
291,40
292,72
293,143
294,57
295,0
296,0
297,2
298,5
299,0
300,1
301,0
302,9
303,234
304,387
305,138
306,3
307,0
308,2
309,0
310,4
311,49
312,0
313,62
314,4
315,48
316,4
317,2
318,2
319,0
320,298
321,2
322,242
323,0
324,23
325,25
326,1
327,125
328,3
329,115
330,598
331,271
332,39
333,23
334,487
335,1
336,381
337,4
338,368
339,40
340,1
341,0
342,1
343,43
344,65
345,0
346,1
347,8
348,210
349,227
350,0
351,221
352,6
353,57
354,22
355,210
356,1
357,0
358,1
359,78
360,45
361,19
362,3
363,52
364,1
365,55
366,14
367,14
368,32
369,1
370,185
371,67
372,99
373,128
374,0
375,1
376,60
377,6
378,0
379,21
380,4
381,1
382,335
383,0
384,90
385,115
386,3
387,94
388,5
389,113
390,2
391,6
392,8
393,327
394,188
395,1
396,0
397,74
398,340
399,35
400,2
401,234
402,2
403,17
404,512
405,148
406,25
407,18
408,143
409,41
410,155
411,439
412,176
413,0
414,341
415,171
416,117
417,7
418,18
419,21
420,18
421,11
422,0
423,335
424,35
425,0
426,227
427,104
428,131
429,30
430,53
431,1
432,0
433,1
434,79
435,0
436,1
437,0
438,18
439,207
440,6
441,326
442,20
443,66
444,93
445,17
446,124
447,79
448,145
449,316
450,0
451,1
452,0
453,32
454,4
455,68
456,57
457,0
458,13
459,3
460,132
461,0
462,171
463,61
464,121
465,266
466,8
467,582
468,3
469,207
470,57
471,0
472,71
473,0
474,122
475,9
476,5
477,116
478,14
479,333
480,1
481,269
482,31
483,264
484,519
485,166
486,269
487,57
488,1
489,5
490,4
491,370
492,438
493,1
494,25
495,52
496,70
497,158
498,0
499,345
500,9
501,0
502,5
503,10
504,215
505,2
506,0
507,0
508,3
509,180
510,55
511,1
512,10
513,104
514,31
515,47
516,96
517,468
518,37
519,28
520,504
521,12
522,1
523,155
524,0
525,183
526,0
527,15
528,0
529,0
530,97
531,8
532,1
533,82
534,7
535,177
536,1
537,7
538,0
539,343
540,18
541,4
542,15
543,7
544,0
545,0
546,4
547,225
548,567
549,10
550,14
551,37
552,106
553,66
554,316
555,17
556,1
557,342
558,283
559,274
560,143
561,5
562,2
563,0
564,14
565,0
566,0
567,144
568,1
569,0
570,116
571,54
572,15
573,525
574,593
575,1
576,18
577,2
578,0
579,234
580,0
581,4
582,575
583,163
584,35
585,0
586,7
587,98
588,490
589,0
590,82
591,0
592,1
593,1
594,75
595,519
596,93
597,132
598,80
599,0
600,1
601,6
602,4
603,204
604,0
605,417
606,41
607,12
608,6
609,17
610,5
611,0
612,5
613,24
614,0
615,0
616,474
617,0
618,2
619,198
620,7
621,9
622,7
623,4
624,566
625,218
626,17
627,290
628,9
629,1
630,11
631,0
632,472
633,61
634,0
635,115
636,40
637,1
638,126
639,126
640,198
641,407
642,76
643,23
644,186
645,0
646,3
647,48
648,372
649,29
650,175
651,306
652,24
653,0
654,29
655,0
656,45
657,87
658,136
659,29
660,45
661,33
662,143
663,521
664,93
665,0
666,85
667,13
668,60
669,58
670,23
671,1
672,39
673,307
674,362
675,6
676,25
677,151
678,220
679,21
680,0
681,245
682,0
683,13
684,471
685,459
686,236
687,15
688,19
689,18
690,78
691,11
692,0
693,76
694,80
695,3
696,324
697,11
698,257
699,10
700,3
701,266
702,4
703,3
704,377
705,0
706,320
707,259
708,2
709,15
710,35
711,4
712,16
713,7
714,456
715,15
716,1
717,282
718,5
719,84
720,327
721,18
722,6
723,2
724,44
725,0
726,19
727,8
728,183
729,68
730,0
731,217
732,4
733,43
734,2
735,0
736,0
737,46
738,0
739,543
740,31
741,3
742,0
743,46
744,4
745,1
746,26
747,1
748,10
749,138
750,15
751,5
752,64
753,1
754,42
755,185
756,150
757,4
758,0
759,0
760,174
761,45
762,155
763,0
764,13
765,54
766,0
767,226
768,109
769,81
770,2
771,5
772,0
773,2
774,9
775,23
776,38
777,581
778,93
779,46
780,141
781,0
782,3
783,4
784,0
785,106
786,495
787,197
788,44
789,8
790,233
791,259
792,194
793,0
794,2
795,6
796,54
797,58
798,249
799,5
800,1
801,4
802,203
803,64
804,11
805,2
806,0
807,4
808,0
809,4
810,2
811,0
812,77
813,412
814,11
815,1
816,5
817,22
818,147
819,0
820,20
821,0
822,55
823,39
824,1
825,0
826,9
827,3
828,82
829,6
830,1
831,5
832,26
833,9
834,368
835,0
836,3
837,1
838,174
839,315
840,14
841,2
842,59
843,591
844,121
845,13
846,1
847,19
848,1
849,446
850,242
851,0
852,0
853,287
854,29
855,19
856,22
857,3
858,52
859,338
860,2
861,7
862,166
863,553
864,49
865,127
866,4
867,555
868,20
869,0
870,160
871,25
872,4
873,52
874,183
875,0
876,5
877,66
878,0
879,574
880,64
881,0
882,199
883,21
884,0
885,5
886,12
887,197
888,2
889,3
890,84
891,223
892,2
893,351
894,374
895,60
896,2
897,427
898,7
899,0
900,2
901,0
902,14
903,2
904,0
905,15
906,571
907,353
908,464
909,585
910,0
911,43
912,15
913,14
914,139
915,421
916,119
917,343
918,23
919,77
920,3
921,6
922,12
923,1
924,38
925,79
926,46
927,21
928,70
929,330
930,24
931,1
932,476
933,55
934,1
935,183
936,26
937,3
938,441
939,38
940,12
941,316
942,1
943,572
944,0
945,5
946,45
947,13
948,1
949,11
950,226
951,188
952,22
953,23
954,1
955,54
956,0
957,0
958,59
959,590
960,1
961,1
962,1
963,30
964,152
965,0
966,2
967,18
968,462
969,8
970,537
971,4
972,1
973,317
974,16
975,10
976,354
977,82
978,433
979,7
980,1
981,0
982,407
983,63
984,170
985,21
986,16
987,1
988,27
989,160
990,19
991,8
992,0
993,94
994,54
995,0
996,428
997,8
998,0
999,7
1000,8
1001,87
1002,0
1003,2
1004,1
1005,423
1006,7
1007,3
1008,75
1009,410
1010,89
1011,62
1012,3
1013,1
1014,565
1015,20
1016,66
1017,0
1018,448
1019,247
1020,7
1021,146
1022,135
1023,8
1024,589
1025,3
1026,115
1027,443
1028,338
1029,55
1030,467
1031,30
1032,0
1033,1
1034,65
1035,0
1036,13
1037,65
1038,6
1039,0
1040,11
1041,33
1042,53
1043,3
1044,3
1045,477
1046,140
1047,0
1048,1
1049,80
1050,93
1051,155
1052,0
1053,21
1054,3
1055,266
1056,150
1057,1
1058,4
1059,22
1060,379
1061,28
1062,9
1063,51
1064,66
1065,85
1066,9
1067,30
1068,2
1069,8
1070,45
1071,19
1072,0
1073,335
1074,522
1075,27
1076,201
1077,38
1078,60
1079,42
1080,17
1081,0
1082,0
1083,259
1084,0
1085,38
1086,6
1087,329
1088,35
1089,7
1090,10
1091,51
1092,0
1093,1
1094,2
1095,114
1096,0
1097,10
1098,0
1099,347
1100,0
1101,10
1102,0
1103,14
1104,82
1105,20
1106,1
1107,0
1108,16
1109,9
1110,1
1111,0
1112,9
1113,3
1114,22
1115,206
1116,12
1117,141
1118,160
1119,151
1120,5
1121,13
1122,1
1123,0
1124,4
1125,30
1126,352
1127,10
1128,458
1129,29
1130,29
1131,467
1132,151
1133,0
1134,98
1135,11
1136,12
1137,7
1138,9
1139,3
1140,396
1141,42
1142,3
1143,5
1144,293
1145,1
1146,11
1147,0
1148,2
1149,0
1150,276
1151,326
1152,45
1153,4
1154,1
1155,38
1156,0
1157,129
1158,11
1159,2
1160,4
1161,1
1162,394
1163,274
1164,0
1165,44
1166,52
1167,0
1168,0
1169,5
1170,0
1171,2
1172,238
1173,1
1174,1
1175,1
1176,194
1177,0
1178,42
1179,0
1180,76
1181,2
1182,52
1183,1
1184,3
1185,3
