id,topic
0,4
1,3
2,6
3,1
4,1
5,5
6,1
7,8
8,6
9,5
10,0
11,0
12,0
13,5
14,0
15,0
16,2
17,0
18,1
19,0
20,6
21,4
22,4
23,2
24,0
25,4
26,3
27,0
28,3
29,0
30,9
31,0
32,8
33,1
34,0
35,0
36,3
37,0
38,0
39,4
40,5
41,0
42,0
43,0
44,1
45,0
46,4
47,1
48,6
49,0
50,8
51,0
52,1
53,3
54,5
55,0
56,0
57,0
58,0
59,5
60,1
61,5
62,8
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,8
72,0
73,9
74,0
75,8
76,2
77,0
78,6
79,3
80,1
81,1
82,4
83,0
84,0
85,0
86,0
87,0
88,1
89,1
90,0
91,2
92,2
93,7
94,1
95,2
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,2
104,1
105,8
106,1
107,0
108,6
109,5
110,0
111,0
112,0
113,3
114,0
115,0
116,0
117,3
118,0
119,0
120,2
121,0
122,0
123,0
124,7
125,0
126,0
127,9
128,0
129,0
130,1
131,3
132,0
133,0
134,2
135,1
136,0
137,0
138,8
139,0
140,0
141,0
142,0
143,5
144,3
145,0
146,0
147,3
148,0
149,0
150,0
151,2
152,0
153,0
154,2
155,3
156,0
157,1
158,0
159,7
160,7
161,3
162,1
163,7
164,0
165,4
166,5
167,0
168,0
169,6
170,2
171,2
172,0
173,7
174,2
175,0
176,1
177,5
178,0
179,5
180,0
181,2
182,0
183,0
184,0
185,3
186,6
187,1
188,2
189,1
190,0
191,0
192,0
193,8
194,1
195,0
196,2
197,1
198,1
199,2
200,0
201,0
202,3
203,3
204,6
205,0
206,7
207,4
208,2
209,0
210,0
211,0
212,0
213,0
214,0
215,4
216,1
217,1
218,6
219,1
220,1
221,7
222,0
223,2
224,0
225,8
226,0
227,0
228,1
229,2
230,0
231,0
232,8
233,6
234,2
235,8
236,0
237,0
238,0
239,4
240,0
241,2
242,1
243,1
244,0
245,8
246,0
247,0
248,3
249,0
250,0
251,1
252,0
253,5
254,0
255,2
256,0
257,0
258,0
259,0
260,5
261,1
262,0
263,2
264,1
265,4
266,0
267,0
268,0
269,3
270,1
271,1
272,8
273,4
274,6
275,7
276,0
277,0
278,6
279,2
280,1
281,9
282,3
283,0
284,8
285,3
286,0
287,6
288,4
289,0
290,3
291,5
292,0
293,3
294,3
295,6
296,2
297,0
298,0
299,0
300,3
301,0
302,7
303,9
304,7
305,7
306,2
307,0
308,3
309,1
310,1
311,1
312,1
313,0
314,2
315,3
316,0
317,5
318,0
319,1
320,0
321,9
322,2
323,1
324,7
325,0
326,5
327,2
328,1
329,0
330,0
331,0
332,3
333,1
334,0
335,0
336,2
337,0
338,2
339,0
340,7
341,0
342,1
343,0
344,0
345,2
346,0
347,2
348,5
349,7
350,0
351,2
352,9
353,4
354,9
355,3
356,2
357,0
358,7
359,0
360,2
361,4
362,0
363,2
364,7
365,0
366,2
367,8
368,0
369,6
370,3
371,2
372,2
373,0
374,7
375,0
376,2
377,3
378,0
379,1
380,0
381,1
382,0
383,1
384,3
385,0
386,0
387,0
388,3
389,1
390,0
391,2
392,0
393,0
394,8
395,0
396,0
397,0
398,1
399,4
400,0
401,5
402,0
403,0
404,2
405,8
406,1
407,4
408,6
409,0
410,0
411,7
412,9
413,5
414,0
415,1
416,0
417,0
418,0
419,0
420,8
421,1
422,0
423,6
424,1
425,2
426,0
427,0
428,0
429,9
430,7
431,3
432,1
433,2
434,4
435,0
436,9
437,0
438,0
439,7
440,2
441,1
442,0
443,4
444,2
445,5
446,0
447,3
448,9
449,0
450,3
451,8
452,0
453,7
454,1
455,5
456,0
457,0
458,1
459,0
460,5
461,0
462,9
463,0
464,0
465,2
466,7
467,1
468,7
469,0
470,0
471,0
472,0
473,9
474,0
475,0
476,4
477,4
478,8
479,4
480,0
481,0
482,4
483,9
484,4
485,1
486,0
487,4
488,0
489,3
490,0
491,4
492,5
493,2
494,0
495,3
496,0
497,0
498,0
499,0
500,4
501,0
502,3
503,3
504,1
505,4
506,3
507,9
508,2
509,0
510,9
511,1
512,1
513,2
514,0
515,0
516,0
517,0
518,0
519,0
520,1
521,0
522,4
523,1
524,0
525,0
526,0
527,1
528,0
529,0
530,9
531,0
532,0
533,1
534,1
535,0
536,0
537,4
538,6
539,2
540,1
541,0
542,2
543,5
544,3
545,0
546,1
547,4
548,0
549,1
550,0
551,1
552,9
553,0
554,1
555,0
556,0
557,8
558,1
559,1
560,0
561,3
562,0
563,4
564,3
565,0
566,6
567,2
568,0
569,9
570,0
571,5
572,0
573,1
574,3
575,4
576,2
577,2
578,0
579,1
580,6
581,5
582,1
583,0
584,0
585,0
586,4
587,4
588,0
589,1
590,9
591,4
592,1
593,0
594,2
595,6
596,4
597,0
598,7
599,3
600,0
601,4
602,4
603,0
604,3
605,0
606,0
607,0
608,9
609,9
610,0
611,6
612,5
613,0
614,0
615,8
616,4
617,6
618,8
619,0
620,6
621,2
622,3
623,0
624,0
625,2
626,5
627,0
628,0
629,4
630,1
631,4
632,6
633,0
634,0
635,0
636,1
637,4
638,0
639,6
640,0
641,0
642,0
643,6
644,4
645,2
646,1
647,0
648,0
649,2
650,1
651,4
652,0
653,5
654,0
655,0
656,0
657,0
658,1
659,1
660,2
661,9
662,3
663,9
664,0
665,3
666,1
667,1
668,1
669,0
670,1
671,2
672,0
673,1
674,6
675,0
676,7
677,0
678,0
679,6
680,2
681,3
682,0
683,0
684,0
685,0
686,0
687,4
688,2
689,5
690,0
691,6
692,1
693,6
694,4
695,0
696,0
697,1
698,0
699,0
700,1
701,1
702,1
703,7
704,2
705,0
706,0
707,0
708,1
709,7
710,0
711,1
712,0
713,0
714,3
715,0
716,2
717,0
718,0
719,9
720,1
721,6
722,0
723,0
724,0
725,5
726,4
727,0
728,0
729,0
730,0
731,5
732,1
733,0
734,1
735,6
736,0
737,0
738,7
739,1
740,0
741,0
742,1
743,0
744,2
745,9
746,0
747,7
748,1
749,2
750,0
751,0
752,4
753,3
754,1
755,0
756,4
757,2
758,3
759,2
760,5
761,1
762,0
763,0
764,4
765,0
766,3
767,5
768,4
769,0
770,1
771,1
772,5
773,0
774,1
775,0
776,2
777,0
778,3
779,0
780,1
781,0
782,0
783,2
784,7
785,1
786,0
787,0
788,1
789,2
790,1
791,0
792,5
793,2
794,3
795,2
796,5
797,0
798,1
799,3
800,5
801,0
802,3
803,0
804,6
805,2
806,1
807,1
808,4
809,0
810,0
811,0
812,5
813,0
814,0
815,4
816,3
817,0
818,0
819,0
820,2
821,0
822,2
823,0
824,1
825,2
826,8
827,0
828,4
829,8
830,0
831,3
832,0
833,3
834,1
835,9
836,8
837,1
838,0
839,9
840,8
841,0
842,0
843,0
844,0
845,0
846,0
847,1
848,2
849,0
850,0
851,9
852,3
853,7
854,5
855,0
856,2
857,4
858,1
859,8
860,7
861,0
862,3
863,0
864,4
865,8
866,2
867,0
868,0
869,2
870,1
871,2
872,8
873,0
874,8
875,1
876,0
877,2
878,0
879,0
880,1
881,0
882,2
883,1
884,0
885,0
886,0
887,1
888,0
889,2
890,0
891,2
892,1
893,6
894,0
895,2
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,5
904,1
905,8
906,0
907,8
908,0
909,0
910,0
911,0
912,0
913,0
914,4
915,0
916,1
917,0
918,7
919,2
920,0
921,2
922,2
923,1
924,1
925,0
926,0
927,0
928,0
929,2
930,0
931,0
932,0
933,4
934,1
935,0
936,0
937,0
938,3
939,4
940,0
941,0
942,8
943,9
944,9
945,0
946,7
947,0
948,0
949,3
950,4
951,0
952,1
953,6
954,8
955,0
956,1
957,4
958,0
959,0
960,3
961,0
962,1
963,3
964,2
965,1
966,3
967,6
968,0
969,0
970,0
971,2
972,6
973,0
974,2
975,2
976,0
977,8
978,1
979,0
980,3
981,0
982,0
983,6
984,3
985,0
986,0
987,1
988,4
989,2
990,5
991,1
992,0
993,0
994,6
995,2
996,0
997,4
998,0
999,0
1000,0
1001,4
1002,3
1003,0
1004,0
1005,0
1006,0
1007,1
1008,7
1009,0
1010,6
1011,3
1012,4
1013,0
1014,0
1015,3
1016,0
1017,6
1018,0
1019,0
1020,3
1021,0
1022,0
1023,0
1024,1
1025,0
1026,5
1027,0
1028,0
1029,5
1030,3
1031,0
1032,3
1033,9
1034,1
1035,0
1036,0
1037,6
1038,1
1039,5
1040,8
1041,7
1042,1
1043,1
1044,0
1045,1
1046,8
1047,1
1048,1
1049,0
1050,8
1051,7
1052,0
1053,7
1054,5
1055,0
1056,2
1057,4
1058,3
1059,1
1060,3
1061,4
1062,1
1063,0
1064,5
1065,6
1066,0
1067,5
1068,1
1069,3
1070,0
1071,2
1072,0
1073,1
1074,3
1075,0
1076,5
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,9
1084,2
1085,6
1086,8
1087,0
1088,1
1089,1
1090,2
1091,1
1092,6
1093,0
1094,1
1095,3
1096,1
1097,6
1098,4
1099,2
1100,0
1101,0
1102,2
1103,1
1104,9
1105,0
1106,6
1107,3
1108,1
1109,0
1110,2
1111,3
1112,0
1113,9
1114,2
1115,3
1116,9
1117,1
1118,0
1119,2
1120,6
1121,0
1122,1
1123,6
1124,1
1125,2
1126,1
1127,9
1128,5
1129,0
1130,0
1131,0
1132,3
1133,1
1134,0
1135,8
1136,0
1137,3
1138,0
1139,0
1140,0
1141,0
1142,1
1143,4
1144,1
1145,0
1146,6
1147,1
1148,3
1149,2
1150,0
1151,1
1152,5
1153,0
1154,1
1155,0
1156,1
1157,0
1158,0
1159,1
1160,3
1161,7
1162,2
1163,7
1164,0
1165,2
1166,5
1167,9
1168,7
1169,1
1170,0
1171,6
1172,0
1173,1
1174,2
1175,0
1176,8
1177,7
1178,0
1179,3
1180,0
1181,0
1182,5
1183,0
1184,0
1185,9
1186,2
1187,7
1188,0
1189,2
1190,2
1191,7
1192,0
1193,3
1194,0
1195,0
1196,3
1197,0
1198,8
1199,3
1200,0
1201,1
1202,0
1203,7
1204,1
1205,5
1206,1
1207,1
1208,5
1209,1
1210,0
1211,2
1212,0
1213,9
1214,1
1215,3
1216,0
1217,1
1218,3
1219,1
1220,0
1221,0
1222,0
1223,3
1224,4
1225,0
1226,8
1227,0
1228,8
1229,0
1230,2
1231,2
1232,1
1233,0
1234,5
1235,8
1236,8
1237,1
1238,2
1239,0
1240,5
1241,1
1242,5
1243,1
1244,9
1245,0
1246,9
1247,2
1248,0
1249,0
1250,5
1251,0
1252,3
1253,7
1254,0
1255,1
1256,2
1257,0
1258,7
1259,6
1260,0
1261,3
1262,0
1263,4
1264,6
1265,0
1266,5
1267,2
1268,0
1269,1
1270,7
1271,0
1272,1
1273,0
1274,8
1275,1
1276,0
1277,1
1278,0
1279,2
1280,1
1281,0
1282,1
1283,0
1284,9
1285,0
1286,0
1287,5
1288,0
1289,4
1290,0
1291,0
1292,3
1293,0
1294,0
1295,1
1296,0
1297,3
1298,1
1299,0
1300,0
1301,0
1302,1
1303,3
1304,0
1305,1
1306,4
1307,6
1308,1
1309,0
1310,0
1311,1
1312,0
1313,0
1314,7
1315,2
1316,0
1317,3
1318,6
1319,3
1320,1
1321,7
1322,9
1323,0
1324,3
1325,5
1326,1
1327,0
1328,3
1329,5
1330,2
1331,0
1332,0
1333,1
1334,7
1335,0
1336,0
1337,7
1338,0
1339,0
1340,0
1341,2
1342,0
1343,0
1344,0
1345,1
1346,0
1347,0
1348,0
1349,8
1350,1
1351,0
1352,0
1353,1
1354,3
1355,2
1356,0
1357,0
1358,6
1359,1
1360,0
1361,1
1362,2
1363,0
1364,0
1365,0
1366,0
1367,0
1368,9
1369,0
1370,0
1371,0
1372,4
1373,0
1374,3
1375,0
1376,5
1377,1
1378,0
1379,9
1380,0
1381,0
1382,0
1383,0
1384,0
1385,0
1386,4
1387,0
1388,4
1389,0
1390,8
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,1
1399,3
1400,0
1401,0
1402,0
1403,0
1404,0
1405,4
1406,0
1407,0
1408,0
1409,2
1410,4
1411,9
1412,0
1413,0
1414,0
1415,6
1416,6
1417,5
1418,0
1419,0
1420,0
1421,0
1422,1
1423,3
1424,2
1425,3
1426,4
1427,0
1428,0
1429,8
1430,0
1431,0
1432,0
1433,5
1434,4
1435,3
1436,1
1437,0
1438,7
1439,1
1440,0
1441,1
1442,1
1443,3
1444,2
1445,0
1446,0
1447,0
1448,1
1449,1
1450,2
1451,0
1452,3
1453,2
1454,4
1455,3
1456,3
1457,1
1458,5
1459,2
1460,1
1461,1
1462,7
1463,1
1464,1
1465,7
1466,6
1467,0
1468,2
1469,0
1470,9
1471,1
1472,4
1473,0
1474,4
1475,0
1476,3
1477,2
1478,3
1479,8
1480,0
1481,0
1482,0
1483,0
1484,5
1485,9
1486,7
1487,2
1488,1
1489,0
1490,6
1491,1
1492,8
1493,0
1494,6
1495,0
1496,9
1497,1
1498,6
1499,8
1500,0
1501,0
1502,0
1503,1
1504,5
1505,4
1506,4
1507,2
1508,5
1509,2
1510,1
1511,0
1512,0
1513,2
1514,6
1515,0
1516,1
1517,2
1518,0
1519,2
1520,0
1521,0
1522,0
1523,7
1524,0
1525,0
1526,0
1527,4
1528,0
1529,7
1530,0
1531,0
1532,0
1533,0
1534,6
1535,8
1536,0
1537,2
1538,0
1539,0
1540,0
1541,2
1542,1
1543,2
1544,1
1545,5
1546,2
1547,0
1548,0
1549,0
1550,9
1551,1
1552,1
1553,0
1554,0
1555,0
1556,3
1557,3
1558,0
1559,4
1560,8
1561,0
1562,7
1563,1
1564,6
1565,1
1566,0
1567,3
1568,0
1569,4
1570,2
1571,2
1572,1
1573,0
1574,7
1575,0
1576,0
1577,6
1578,1
1579,0
1580,0
1581,3
1582,0
1583,3
1584,1
1585,5
1586,1
1587,2
1588,2
1589,8
1590,1
1591,1
1592,7
1593,2
1594,3
1595,0
1596,2
1597,0
1598,1
1599,0
1600,0
1601,0
1602,7
1603,0
1604,4
1605,2
1606,0
1607,5
1608,5
1609,0
1610,3
1611,2
1612,8
1613,1
1614,1
1615,8
1616,1
1617,0
1618,1
1619,1
1620,4
1621,3
1622,0
1623,2
1624,0
1625,8
1626,9
1627,0
1628,4
1629,1
1630,0
1631,1
1632,0
1633,8
1634,0
1635,1
1636,0
1637,4
1638,0
1639,3
1640,1
1641,0
1642,0
1643,0
1644,4
1645,6
1646,3
1647,1
1648,0
1649,0
1650,2
1651,4
1652,0
1653,2
1654,2
1655,0
1656,1
1657,0
1658,2
1659,1
1660,3
1661,6
1662,2
1663,4
1664,1
1665,0
1666,0
1667,4
1668,0
1669,0
1670,7
1671,0
1672,5
1673,9
1674,3
1675,1
1676,7
1677,0
1678,0
1679,0
1680,0
1681,0
1682,5
1683,1
1684,3
1685,6
1686,0
1687,0
1688,0
1689,2
1690,4
1691,3
1692,0
1693,0
1694,1
1695,1
1696,2
1697,1
1698,0
1699,7
1700,6
1701,1
1702,0
1703,1
1704,0
1705,0
1706,8
1707,2
1708,1
1709,1
1710,7
1711,5
1712,5
1713,1
1714,0
1715,0
1716,4
1717,9
1718,5
1719,0
1720,0
1721,0
1722,0
1723,4
1724,0
1725,0
1726,7
1727,0
1728,4
1729,2
1730,1
1731,2
1732,6
1733,0
1734,7
1735,0
1736,0
1737,0
1738,0
1739,0
1740,2
1741,0
1742,0
1743,0
1744,5
1745,0
1746,0
1747,2
1748,0
1749,0
1750,3
1751,1
1752,0
1753,4
1754,3
1755,4
1756,2
1757,4
1758,3
1759,0
1760,0
1761,8
1762,0
1763,1
1764,1
1765,3
1766,7
1767,8
1768,3
1769,0
1770,7
1771,0
1772,5
1773,5
1774,0
1775,4
1776,1
1777,5
1778,7
1779,2
1780,0
1781,1
1782,4
1783,2
1784,8
1785,4
1786,0
1787,0
1788,0
1789,0
1790,1
1791,1
1792,0
1793,5
1794,0
1795,5
1796,3
1797,0
1798,3
1799,3
1800,3
1801,0
1802,0
1803,0
1804,1
1805,3
1806,0
1807,0
1808,3
1809,0
1810,0
1811,2
1812,0
1813,1
1814,0
1815,8
1816,8
1817,0
1818,0
1819,1
1820,0
1821,0
1822,0
1823,1
1824,8
1825,0
1826,1
1827,0
1828,1
1829,1
1830,0
1831,0
1832,1
1833,0
1834,5
1835,0
1836,9
1837,3
1838,2
1839,0
1840,0
1841,7
1842,5
1843,1
1844,9
1845,0
1846,1
1847,3
1848,2
1849,0
1850,1
1851,2
1852,0
1853,1
1854,0
1855,1
1856,0
1857,5
1858,0
1859,9
1860,0
1861,2
1862,0
1863,0
1864,4
1865,9
1866,0
1867,1
1868,8
1869,0
1870,2
1871,1
1872,0
1873,5
1874,4
1875,4
1876,1
1877,3
1878,2
1879,0
1880,1
1881,2
1882,0
1883,3
1884,3
1885,0
1886,2
1887,0
1888,0
1889,2
1890,2
1891,0
1892,2
1893,0
1894,3
1895,2
1896,0
1897,0
1898,0
1899,2
1900,0
1901,2
1902,1
1903,3
1904,0
1905,0
1906,0
1907,0
1908,0
1909,4
1910,0
1911,1
1912,3
1913,7
1914,0
1915,1
1916,3
1917,2
1918,2
1919,6
1920,6
1921,4
1922,6
1923,2
1924,5
1925,1
1926,0
1927,4
1928,0
1929,1
1930,7
1931,2
1932,2
1933,6
1934,0
1935,0
1936,4
1937,5
1938,5
1939,0
1940,0
1941,4
1942,0
1943,0
1944,0
1945,3
1946,4
1947,4
1948,1
1949,0
1950,0
1951,3
1952,0
1953,0
1954,1
1955,0
1956,0
1957,1
1958,9
1959,1
1960,0
1961,0
1962,3
1963,0
1964,1
1965,8
1966,0
1967,3
1968,7
1969,4
1970,4
1971,2
1972,0
1973,3
1974,2
1975,7
1976,4
1977,0
1978,2
1979,4
1980,1
1981,0
1982,3
1983,9
1984,2
1985,5
1986,6
1987,9
1988,0
1989,3
1990,1
1991,0
1992,0
1993,3
1994,7
1995,3
1996,0
1997,0
1998,3
1999,3
2000,8
2001,6
2002,7
2003,8
2004,6
2005,5
2006,0
2007,1
2008,0
2009,1
2010,0
2011,1
2012,0
2013,1
2014,7
2015,2
2016,6
2017,0
2018,5
2019,0
2020,5
2021,1
2022,0
2023,2
2024,3
2025,0
2026,0
2027,1
2028,0
2029,0
2030,1
2031,0
2032,0
2033,1
2034,0
2035,2
2036,2
2037,0
2038,2
2039,0
2040,0
2041,0
2042,0
2043,1
2044,8
2045,1
2046,0
2047,1
2048,0
2049,0
2050,0
2051,0
2052,0
2053,1
2054,4
2055,0
2056,3
2057,3
2058,0
2059,4
2060,4
2061,0
2062,9
2063,0
2064,1
2065,7
2066,9
2067,1
2068,0
2069,0
2070,0
2071,2
2072,0
2073,4
2074,1
2075,6
2076,0
2077,0
2078,0
2079,0
2080,0
2081,6
2082,0
2083,3
2084,0
2085,0
2086,3
2087,0
2088,0
2089,0
2090,3
2091,1
2092,4
2093,0
2094,5
2095,0
2096,1
2097,0
2098,0
2099,0
2100,0
2101,1
2102,1
2103,8
2104,4
2105,0
2106,4
2107,8
2108,0
2109,6
2110,4
2111,0
2112,0
2113,9
2114,4
2115,0
2116,0
2117,4
2118,3
2119,0
2120,2
2121,2
2122,4
2123,0
2124,7
2125,6
2126,0
2127,5
2128,2
2129,6
2130,0
2131,1
2132,0
2133,3
2134,4
2135,1
2136,3
2137,6
2138,5
2139,2
2140,6
2141,4
2142,0
2143,1
2144,7
2145,6
2146,2
2147,1
2148,0
2149,0
2150,0
2151,1
2152,0
2153,3
2154,0
2155,0
2156,3
2157,2
2158,1
2159,6
2160,0
2161,8
2162,3
2163,8
2164,0
2165,0
2166,4
2167,0
2168,0
2169,0
2170,4
2171,1
2172,1
2173,9
2174,0
2175,0
2176,3
2177,3
2178,0
2179,0
2180,3
2181,2
2182,0
2183,3
2184,0
2185,7
2186,0
2187,2
2188,0
2189,2
2190,3
2191,0
2192,9
2193,0
2194,3
2195,0
2196,0
2197,0
2198,1
2199,6
2200,1
2201,3
2202,1
2203,1
2204,0
2205,0
2206,9
2207,1
2208,1
2209,4
2210,4
2211,9
2212,7
2213,5
2214,0
2215,1
2216,4
2217,1
2218,1
2219,0
2220,1
2221,0
2222,4
2223,0
2224,9
2225,0
2226,0
2227,5
2228,0
2229,3
2230,0
2231,1
2232,0
2233,9
2234,1
2235,2
2236,8
2237,1
2238,1
2239,1
2240,1
2241,6
2242,7
2243,8
2244,6
2245,1
2246,1
2247,0
2248,7
2249,2
2250,3
2251,0
2252,0
2253,3
2254,4
2255,0
2256,0
2257,0
2258,9
2259,5
2260,8
2261,0
2262,0
2263,3
2264,0
2265,0
2266,8
2267,0
2268,0
2269,4
2270,2
2271,0
2272,2
2273,7
2274,2
2275,1
2276,0
2277,0
2278,1
2279,1
2280,0
2281,9
2282,1
2283,3
2284,0
2285,0
2286,3
2287,6
2288,0
2289,6
2290,0
2291,0
2292,4
2293,1
2294,1
2295,0
2296,0
2297,0
2298,0
2299,1
2300,9
2301,1
2302,0
2303,0
2304,4
2305,3
2306,6
2307,2
2308,1
2309,0
2310,5
2311,8
2312,0
2313,0
2314,0
2315,1
2316,2
2317,0
2318,2
2319,6
2320,0
2321,2
2322,1
2323,1
2324,0
