time,id,ip,topic,attack
0.14186291529717618,00000000000000000000,0.0.0.0,t11,1
0.19643422985133546,11111111111111111111,85.85.85.85,t11,1
0.22639846107271688,22222222222222222222,170.170.170.170,t11,1
0.2979939360494319,33333333333333333333,0.0.0.0,t11,1
0.3499022546696236,44444444444444444444,85.85.85.85,t11,1
0.5030567394290919,55555555555555555555,170.170.170.170,t11,1
0.5391986037628769,66666666666666666666,0.0.0.0,t11,1
0.6039389507182071,77777777777777777777,85.85.85.85,t11,1
0.6914975146060763,88888888888888888888,170.170.170.170,t11,1
0.9302169614383424,99999999999999999999,0.0.0.0,t11,1
1.0004734716302757,00000000000000000000,85.85.85.85,t11,1
1.0335794608281013,11111111111111111111,170.170.170.170,t11,1
1.174557954177579,22222222222222222222,0.0.0.0,t11,1
1.2708880638874325,33333333333333333333,85.85.85.85,t11,1
1.299723806114005,44444444444444444444,170.170.170.170,t11,1
1.5402368258653227,55555555555555555555,0.0.0.0,t11,1
1.8606071110652234,88192834755155667035237963864649275649082954183574947218999456574029650421027,85.114.128.44,t1,0
1.9464370093719405,77777777777777777777,170.170.170.170,t11,1
2.1788852701238173,88888888888888888888,0.0.0.0,t11,1
2.2160130274080894,99999999999999999999,85.85.85.85,t11,1
2.346884063355274,00000000000000000000,170.170.170.170,t11,1
2.5759875566874677,11111111111111111111,0.0.0.0,t11,1
2.691183778519378,22222222222222222222,85.85.85.85,t11,1
2.7550767111423795,33333333333333333333,170.170.170.170,t11,1
2.765690705082937,44444444444444444444,0.0.0.0,t11,1
2.8226371893911084,55555555555555555555,85.85.85.85,t11,1
2.917025731477846,66666666666666666666,170.170.170.170,t11,1
3.1612231531888857,77777777777777777777,0.0.0.0,t11,1
3.501162158088383,88888888888888888888,85.85.85.85,t11,1
3.5224823193575663,56359602860688603137113700651888479119773227978022020626620180964444218427561,223.65.202.110,t3,0
3.56598140891932,00000000000000000000,0.0.0.0,t11,1
3.596158468769039,11111111111111111111,85.85.85.85,t11,1
3.7596483120922652,22222222222222222222,170.170.170.170,t11,1
3.839210455049733,33333333333333333333,0.0.0.0,t11,1
3.840624576802677,44444444444444444444,85.85.85.85,t11,1
3.967815730822144,55555555555555555555,170.170.170.170,t11,1
4.018702408881448,66666666666666666666,0.0.0.0,t11,1
4.192910794113486,77777777777777777777,85.85.85.85,t11,1
4.303218980719462,88888888888888888888,170.170.170.170,t11,1
4.303333328002499,99999999999999999999,0.0.0.0,t11,1
4.3713717981520395,00000000000000000000,85.85.85.85,t11,1
4.573566658015576,11111111111111111111,170.170.170.170,t11,1
4.601526260219114,22222222222222222222,0.0.0.0,t11,1
4.640860799576745,33333333333333333333,85.85.85.85,t11,1
4.8452460272401625,44444444444444444444,170.170.170.170,t11,1
4.866449956916401,55555555555555555555,0.0.0.0,t11,1
4.950269735588759,66666666666666666666,85.85.85.85,t11,1
4.977531471130725,77777777777777777777,170.170.170.170,t11,1
5.320306913895797,88888888888888888888,0.0.0.0,t11,1
5.4828532115998305,99999999999999999999,85.85.85.85,t11,1
5.527261220472832,114277258859603556510297626363559645931710858723276512971383766487037441870975,50.60.243.12,t1,0
5.542268422601171,11111111111111111111,0.0.0.0,t11,1
5.580842701103703,22222222222222222222,85.85.85.85,t11,1
5.611127532244515,22677216096247778836728979338655133960620343567502660295225986539618485437814,62.182.81.214,t1,0
5.651758293552053,44444444444444444444,0.0.0.0,t11,1
5.663305871162101,55555555555555555555,85.85.85.85,t11,1
5.743438648293872,66666666666666666666,170.170.170.170,t11,1
5.866047337748157,77777777777777777777,0.0.0.0,t11,1
5.945331031914929,88888888888888888888,85.85.85.85,t11,1
6.113783209748913,99999999999999999999,170.170.170.170,t11,1
6.191497761401716,00000000000000000000,0.0.0.0,t11,1
6.523473914738223,11111111111111111111,85.85.85.85,t11,1
6.615902583175418,22222222222222222222,170.170.170.170,t11,1
6.704482873717859,33333333333333333333,0.0.0.0,t11,1
6.763359613013321,44444444444444444444,85.85.85.85,t11,1
6.854064683678506,55555555555555555555,170.170.170.170,t11,1
6.902661912262185,66666666666666666666,0.0.0.0,t11,1
6.988381820511666,77777777777777777777,85.85.85.85,t11,1
7.022677270967676,88888888888888888888,170.170.170.170,t11,1
7.043674257695757,99999999999999999999,0.0.0.0,t11,1
7.06434341181463,00000000000000000000,85.85.85.85,t11,1
7.159217877725659,11111111111111111111,170.170.170.170,t11,1
7.266121106679023,22222222222222222222,0.0.0.0,t11,1
7.330848851876035,33333333333333333333,85.85.85.85,t11,1
7.340260620718039,44444444444444444444,170.170.170.170,t11,1
7.481978841182779,55555555555555555555,0.0.0.0,t11,1
7.691349417205679,66666666666666666666,85.85.85.85,t11,1
7.948240457139859,77777777777777777777,170.170.170.170,t11,1
8.133048187250989,88888888888888888888,0.0.0.0,t11,1
8.311713027123915,41039802931764171854762974282819087272807661537391396922020850307020669104267,54.238.197.67,t1,0
8.361496304841381,00000000000000000000,170.170.170.170,t11,1
8.439279687377146,11111111111111111111,0.0.0.0,t11,1
8.488922012842087,22222222222222222222,85.85.85.85,t11,1
8.611096119028211,33333333333333333333,170.170.170.170,t11,1
8.643341984722484,44444444444444444444,0.0.0.0,t11,1
8.81027601562909,55555555555555555555,85.85.85.85,t11,1
8.99964591008564,66666666666666666666,170.170.170.170,t11,1
9.225062521691175,77777777777777777777,0.0.0.0,t11,1
9.31417385355137,88888888888888888888,85.85.85.85,t11,1
9.61327792960876,99999999999999999999,170.170.170.170,t11,1
9.699955396243107,00000000000000000000,0.0.0.0,t11,1
9.759841531789734,11111111111111111111,85.85.85.85,t11,1
9.867794694165196,22222222222222222222,170.170.170.170,t11,1
10.426603906307108,33333333333333333333,0.0.0.0,t11,1
10.675424576742376,44444444444444444444,85.85.85.85,t11,1
10.833085394233256,55555555555555555555,170.170.170.170,t11,1
10.841681821848365,66666666666666666666,0.0.0.0,t11,1
10.876734104819585,66884574491892911187832994411679762571690220619530151954430215160159003900669,86.122.49.78,t3,0
10.936558850933944,88888888888888888888,170.170.170.170,t11,1
11.036023907932119,99999999999999999999,0.0.0.0,t11,1
11.222506985487342,00000000000000000000,85.85.85.85,t11,1
11.25035089384102,11111111111111111111,170.170.170.170,t11,1
11.381837315821889,22222222222222222222,0.0.0.0,t11,1
11.39429553356024,33333333333333333333,85.85.85.85,t11,1
11.419200730115627,44444444444444444444,170.170.170.170,t11,1
11.543130698153684,103424084703346068188106894272652123274347574020677791967654308188866089976866,162.234.255.206,t7,0
11.577472038301583,66666666666666666666,85.85.85.85,t11,1
11.74670677144407,77777777777777777777,170.170.170.170,t11,1
11.757310348049108,88888888888888888888,0.0.0.0,t11,1
11.773134743005928,99999999999999999999,85.85.85.85,t11,1
11.892758569054042,00000000000000000000,170.170.170.170,t11,1
11.897387475632454,11111111111111111111,0.0.0.0,t11,1
11.947400744462229,63438181789641984905514855783274102365310331030060527159694350247026023152114,185.247.118.38,t1,0
11.982687627084083,33333333333333333333,170.170.170.170,t11,1
12.059087083055468,44444444444444444444,0.0.0.0,t11,1
12.173214784979576,55555555555555555555,85.85.85.85,t11,1
12.175920747608282,66666666666666666666,170.170.170.170,t11,1
12.276706515466458,77777777777777777777,0.0.0.0,t11,1
12.369932882174927,88888888888888888888,85.85.85.85,t11,1
12.455723968003262,99999999999999999999,170.170.170.170,t11,1
12.505352060811042,00000000000000000000,0.0.0.0,t11,1
12.551577821989712,11111111111111111111,85.85.85.85,t11,1
12.94539732774193,22222222222222222222,170.170.170.170,t11,1
12.949104402252702,33333333333333333333,0.0.0.0,t11,1
12.951291803371044,44444444444444444444,85.85.85.85,t11,1
13.2757914045809,55555555555555555555,170.170.170.170,t11,1
13.296244678440969,66666666666666666666,0.0.0.0,t11,1
13.309471630430139,77777777777777777777,85.85.85.85,t11,1
13.333116866357662,88888888888888888888,170.170.170.170,t11,1
13.494434651263425,99999999999999999999,0.0.0.0,t11,1
13.770847763968897,00000000000000000000,85.85.85.85,t11,1
13.77315237485712,11111111111111111111,170.170.170.170,t11,1
13.828598579581431,22222222222222222222,0.0.0.0,t11,1
13.839301461272887,33333333333333333333,85.85.85.85,t11,1
13.869401145433546,44444444444444444444,170.170.170.170,t11,1
13.894353654755259,55555555555555555555,0.0.0.0,t11,1
13.998461336634206,66666666666666666666,85.85.85.85,t11,1
14.041584864226692,77777777777777777777,170.170.170.170,t11,1
14.061468734095223,88888888888888888888,0.0.0.0,t11,1
14.13151341092152,99999999999999999999,85.85.85.85,t11,1
14.135530913294609,00000000000000000000,170.170.170.170,t11,1
14.146169377416259,11111111111111111111,0.0.0.0,t11,1
14.355524310047938,13938417849253654017262839020205129181182286345618629519293065523830084943701,175.125.95.13,t20,0
14.577862923495402,39782536508285231554046088751121755693340347175289116789283768040384341111108,15.237.149.54,t1,0
14.590433267214186,44444444444444444444,0.0.0.0,t11,1
14.721960323541062,55555555555555555555,85.85.85.85,t11,1
14.90417800482167,66666666666666666666,170.170.170.170,t11,1
15.021895228391292,215517416818124762527251900156808820178896666040276849459571787810854925616,139.198.190.246,t1,0
15.154871223295329,88888888888888888888,85.85.85.85,t11,1
15.207531801100863,110971227581918879560809104427391110332695860824783612432401750665160304758035,94.16.110.54,t2,0
15.266540875074334,00000000000000000000,0.0.0.0,t11,1
15.272521283710674,11111111111111111111,85.85.85.85,t11,1
15.38528475853589,22222222222222222222,170.170.170.170,t11,1
15.571992082041282,33333333333333333333,0.0.0.0,t11,1
15.613894626735306,44444444444444444444,85.85.85.85,t11,1
15.642754521238421,55555555555555555555,170.170.170.170,t11,1
15.733584642927504,66666666666666666666,0.0.0.0,t11,1
15.79198056887054,77777777777777777777,85.85.85.85,t11,1
15.811195879856204,88888888888888888888,170.170.170.170,t11,1
15.874990860426678,99999999999999999999,0.0.0.0,t11,1
15.927738101286012,00000000000000000000,85.85.85.85,t11,1
16.01192898125781,11111111111111111111,170.170.170.170,t11,1
16.082978689615093,22222222222222222222,0.0.0.0,t11,1
16.120294843012,33333333333333333333,85.85.85.85,t11,1
16.164479491096703,44444444444444444444,170.170.170.170,t11,1
16.346286452265105,55555555555555555555,0.0.0.0,t11,1
16.37517909220528,66666666666666666666,85.85.85.85,t11,1
16.45741365391581,77777777777777777777,170.170.170.170,t11,1
16.458665083618275,88888888888888888888,0.0.0.0,t11,1
16.593979818954487,99999999999999999999,85.85.85.85,t11,1
16.63491456559728,00000000000000000000,170.170.170.170,t11,1
16.639591917318914,11111111111111111111,0.0.0.0,t11,1
16.672565061004146,22222222222222222222,85.85.85.85,t11,1
16.700025905971156,33333333333333333333,170.170.170.170,t11,1
17.006062244168223,44444444444444444444,0.0.0.0,t11,1
17.049483517366756,55555555555555555555,85.85.85.85,t11,1
17.083434108803836,66666666666666666666,170.170.170.170,t11,1
17.12793808396416,77777777777777777777,0.0.0.0,t11,1
17.421506909581055,88888888888888888888,85.85.85.85,t11,1
17.521950235031273,99999999999999999999,170.170.170.170,t11,1
17.61899242036591,00000000000000000000,0.0.0.0,t11,1
17.744736582606155,11111111111111111111,85.85.85.85,t11,1
17.793841698520325,22222222222222222222,170.170.170.170,t11,1
17.847356601969665,33333333333333333333,0.0.0.0,t11,1
17.952577058642504,44444444444444444444,85.85.85.85,t11,1
17.952729597108963,55555555555555555555,170.170.170.170,t11,1
17.974087236055038,66666666666666666666,0.0.0.0,t11,1
18.01479412900866,77777777777777777777,85.85.85.85,t11,1
18.042160995747334,88888888888888888888,170.170.170.170,t11,1
18.143606328653462,99999999999999999999,0.0.0.0,t11,1
18.19119209296497,00000000000000000000,85.85.85.85,t11,1
18.39947553543572,11111111111111111111,170.170.170.170,t11,1
18.483443561790487,22222222222222222222,0.0.0.0,t11,1
18.536956485759813,33333333333333333333,85.85.85.85,t11,1
18.588417609630284,44444444444444444444,170.170.170.170,t11,1
18.605202500120708,74076887219560528235851302909280422935857633318658152857321998031001123111619,95.217.144.143,t1,0
18.709426632038973,66666666666666666666,85.85.85.85,t11,1
18.817955542507168,77777777777777777777,170.170.170.170,t11,1
18.822746464763878,88888888888888888888,0.0.0.0,t11,1
18.881688659037305,99999999999999999999,85.85.85.85,t11,1
18.91169475304299,00000000000000000000,170.170.170.170,t11,1
18.92885506222996,11111111111111111111,0.0.0.0,t11,1
19.0038422939168,22222222222222222222,85.85.85.85,t11,1
19.07064202479288,33333333333333333333,170.170.170.170,t11,1
19.146876673980948,91809183640334179196531190244125372640838928684463980236325981873627193864575,185.142.32.142,t6,0
19.153059892130123,55555555555555555555,85.85.85.85,t11,1
19.368368833144906,66666666666666666666,170.170.170.170,t11,1
19.436605912713596,77777777777777777777,0.0.0.0,t11,1
19.474011023225827,88888888888888888888,85.85.85.85,t11,1
19.536914192243152,99999999999999999999,170.170.170.170,t11,1
19.70248638930854,00000000000000000000,0.0.0.0,t11,1
19.91044360951431,11111111111111111111,85.85.85.85,t11,1
20.077795893754285,22222222222222222222,170.170.170.170,t11,1
