topic,registrant,times_registered,min_registration_time,average_registration_time,min_discovery_time,average_discovery_time
t4,104949875004536691526290297961161388348187656204299455440600552017153851924439,248,201,112056,8120,190725
t4,15559574498088972901650974573981329815623067219976067374221024070759683978768,338,201,116738,7896,128230
t4,12870714007646925784421955199041943642076088865086647099738751473717367131419,317,201,174326,46999,157646
t4,98071025081466364435605755290976754473665162196935111570118137038932956443132,8,201,34039,187165,214321
t4,103793694742764177411640542740362843314167169321732992716267065586829822572427,403,201,137698,26359,163778
t4,16091732783204320741010461087900222342054342023856597352413585802818756650635,13,201,201,0,0
t4,39841280376508987908814401836793793646939348515514288156829899582282308607493,304,201,164601,1279,109424
t4,26742680023233701547727008762645898001671849236810493219276110557031344795047,53,201,16802,0,0
t4,2571286583718599440833555921518783669541960110884176916100509793368835666406,320,201,188296,6573,183766
t4,27143035692628876121421342909784686288221961530759088349649250024606477557560,377,201,157796,24991,146314
t4,54634863102533323135406668218541299235456711739773711111045933164140853492756,171,201,141280,117871,165259
t4,44286600115768362034571807605418044932003810005633616958841178921003808139085,405,201,164792,22313,188453
t4,104027906760968151307693691268487793638849325870228190276262898775597804324429,327,201,201142,2699,185143
t4,40093443202079286618398950945782568320338895035053896889417066621636145687992,315,201,137453,16190,143594
t4,37366542737024554200466866911311790193997141900955367347325088282115350907956,337,201,137328,50030,170051
t4,62690474544482222797258606631718853439896384130664020546487216829945237722584,291,201,156967,121714,179819
t4,95670312794248195455566168988846488975311788344573145609488026756000863065979,77,201,72694,34185,151404
t4,48071784748536363505612708757842096379789173572758237565883758872766477782693,464,201,149710,13676,183242
t4,32049604154703274215718560613248162671256043472183816465352324355389111835100,305,201,127373,24435,168199
t4,113975105334192496272548741845292553663048206698977137382115735081191205023910,194,201,127528,19479,120468
t4,7478802030285255511385633589731681292145783536763037177197560722598617199431,373,201,41832,2159,229745
t4,16633325747070833514058784374199014221248447809560427083596664204604858023495,225,201,88643,24277,214196
t4,101388621763734647454998357389175158489316283008031284754592319261656431378651,15,201,1553,0,0
t4,77992015321158497901956077859535931621117983120961789450619372271621781501050,397,201,174517,5091,181287
t4,80326461771032143747790147236050756107535100818271820327522965458098725567275,170,201,92576,4309,170706
t4,45730127522727458921565628023733271752896483146704442509679965449521709943861,65,201,19298,172559,172559
t4,28174954628439376221778059460157599053750628497326597580728772747083920072304,444,201,139636,1281,164526
t4,30229817407803457931976011213544140155515696558883660842467312653150141444035,366,201,172668,3837,182222
t4,36875934139612034753192133914303944584289903084689951892514774963861553118448,291,201,132887,58919,138471
t4,40420432241791307743458810521464631258832927702301393671901062594234148604435,357,201,191628,21921,181164
t4,83198475089861897111325432825441173365636034263712232585466253444032317208035,330,201,159222,18558,171434
t4,115367782079157963687868714105161114977745482567121812686250257256998540362002,104,201,75899,36999,156792
t4,104282189803873040394730317767822718047394135440792970727243359306916342714694,367,201,173010,23922,172572
t4,65146196655781377038930489610061351743368552910766077964022492018717661589954,329,201,128067,5319,155955
t4,25840068128242591495337609266658535657117220724870000576447722453386599845713,173,201,67859,799,81887
t4,95195735397322127482547824104288248992168174237257776607640272254186371651422,224,201,96554,29435,194444
t4,28592204851265711016358283262206648026373075377064100836236109015517671720454,286,201,159091,29947,152962
t4,114817880368979539151181699630776278622997600729429773476431629049061247459038,303,201,180235,5194,148593
t4,4234145823100825425980737275248003403556095637273469600247182084623840611588,89,201,73295,203230,203230
t4,52556008464768420444740832868383094807072963257270064128961642452695520986728,386,201,116450,31118,144370
t4,70014898069625004424625815352027549552725605049171786622382018622927785087574,322,201,143288,23679,169913
t4,25477971442412136034466047898551362284203691736152165570057295518672677564639,368,201,127245,20483,134074
t4,4651934437030536653394499928564407418345300524845826564711460912248633397341,337,201,137674,799,127862
t4,14241579804535619623123727209728322053639157318851906703092650431192707510897,186,201,63709,799,96389
t4,69386380677371508379034137202947245804786731790196832448107670190958222986048,357,201,159777,21235,157973
t4,80358898637023454519934810803981745447002493248501850557706208870414209749290,386,201,128218,65952,162632
t4,68042276037667987415106829187585964715814291450502077009851908797932737141597,820,201,63481,60,230187
t4,54909162257924283183870763754708090323969888454643173407441693747505559763537,336,201,209492,30593,203648
t4,101630892697454419365226833097108504447073337900642085760949685935210529671261,315,201,195447,9242,200520
t4,112864992757361709397768522940086306683160153859001264890588343996936798003945,434,201,152066,5439,203570
t4,87213285161007143419819864376957334345644805303562636417069626991243601031949,362,201,140079,6283,132048
t4,75562634236537795944345098074500116232733437749377093067116089528726503414003,315,201,134839,2285,141320
t4,105353903292721072260182469512994595208419420958549253483051294145654272136122,174,201,91599,33312,159700
t4,64537198074669507902104769141302089654680836715589675891615794984968623522295,466,201,122395,27823,231226
t4,30112904280010412751135055687592605720048029483952704558881605011955552598082,317,201,148064,61549,178018
t4,22906819433339337449547002128316052842897574016796760592894036369045242547518,641,201,83586,199,204780
t4,23733018013251683278641372081576127826538686056025045589527777738856038631076,328,201,155602,5618,122772
t4,115760773113429588673910486454232133557240247860923157005133184190870780294221,331,201,154397,11199,149547
t4,108425759980656263839438544917250576957612718244283530392814450197972090261897,385,201,114096,16395,127185
t4,102974403404133683619691595543226783944665038150116226465199725314626639048326,360,201,118951,28310,164666
t4,94640201295957278637055489234703535599422904416173438338963852803958143745517,391,201,137892,18193,196768
t4,37235974466860998875210759689976384709766363608580216146797336754949720569274,343,201,184948,14282,175738
t4,951023074809285929300131699776878680938215685697827045618539845334592816301,327,201,154125,8080,174691
t4,18354149779722333374104219699041360066510781974040524216424204386402603420748,169,201,77266,125030,170089
t4,71472065916445666317060416888268714417150089507924605024566596196753222548935,281,201,127510,21866,120211
t4,80355540300869633093137698128307219725081259680774364448522618779440232660411,472,201,116954,3389,195652
t4,72738138211085005011654869403770648074801148796208297429344813289357664198677,159,201,89754,18080,138962
t4,79966235591658186904289931228043884649690487556252243465733533948373673505296,208,201,140613,7559,107082
t4,98069665225641412737910547272355760930237012395779101120692140182154205833589,75,201,28694,0,0
t4,71564743629153353554837329472153833285444440936965142397301782535143740620947,22,201,201,25279,95225
t4,35132610814757141198583813157723847935367510599249270361091398669359013899925,418,201,134524,19057,229213
t4,43172203719262604432778044634269673776425743451133339548888283968337968663888,155,201,100557,69759,88316
t4,71266918742277547298530198848450160836915225053611575947322646199509892500317,50,201,44660,353239,353239
t4,56464294923317154673430602229487516567344244811933536938406390833190223615974,58,201,17807,0,0
t4,9484597450309854945057497306916957409862869266740252428691100358185566618366,279,201,109185,799,86379
t4,102917861357697368104807878093053447558298964301019520148728911483085611640652,215,201,89001,599,120106
t4,236824263062160401123449370577964668192531809439632528073149989629822340946,24,201,51178,0,0
t4,41526709728056495828562143849972985447353863977091815757572113654383618155520,303,201,122920,68690,221495
t4,94308817197043580743842704845545210526053778801195076102988059442008511864783,258,201,142424,21992,197187
t4,44151987530732412788288783331809473721252504898513992570613171743940426297582,233,201,113813,4024,161964
t4,8240918508167251815588663501186422553859963464143137787680104642572169682948,237,201,124971,799,105256
t4,57897016568060568900885105929670807878468819888234445137038857929806076275497,313,201,197255,24609,179294
t4,40386082340015559768843945664440159749742806402709987129537777759440611366980,316,201,139230,11919,146461
t4,82511976873261645364175183146791431794926132941063963458157691744229249200421,341,201,159453,8455,145036
t4,24289540925734887789143835711196564636723855696007259172862563545208719996200,40,201,8301,0,0
t4,99705219184284005187518349341072647896745738935470679814299680049165606596789,292,201,121844,759,188630
t4,51623080913264995634098067997165471924478218901592065188361500822682147646694,400,201,141557,2953,175244
t4,16602864589329149043979037138482282884036526760549008040422865397557329363824,249,201,142867,19713,166518
t4,76557381328293283519388860152749742443174274408494142961528941873115540724982,174,201,127980,32953,138113
t4,1388293603333860956280377775723749986126843565041484804590737635959978982239,165,201,103615,99318,121102
